"REF_DATE","GEO","DGUID","Interprovincial migrants","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1987/1988","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","42762","","","","0"
"1987/1988","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","21479","","","","0"
"1987/1988","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","2491","","","","0"
"1987/1988","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","2142","","","","0"
"1987/1988","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","349","","","","0"
"1987/1988","Northwest Territories including Nunavut","","In-migrants","Persons","249","units","0","v466499","12.13","3540","","","t","0"
"1987/1988","Northwest Territories including Nunavut","","Out-migrants","Persons","249","units","0","v466514","12.14","4731","","","t","0"
"1987/1988","Northwest Territories including Nunavut","","Net-migration","Persons","249","units","0","v466529","12.15","-1191","","","t","0"
"1988/1989","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","327700","","","","0"
"1988/1989","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","327700","","","","0"
"1988/1989","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","10106","","","","0"
"1988/1989","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","11761","","","","0"
"1988/1989","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-1655","","","","0"
"1988/1989","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","3390","","","","0"
"1988/1989","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","3009","","","","0"
"1988/1989","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","381","","","","0"
"1988/1989","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","19209","","","","0"
"1988/1989","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","18672","","","","0"
"1988/1989","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","537","","","","0"
"1988/1989","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","14151","","","","0"
"1988/1989","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","14749","","","","0"
"1988/1989","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","-598","","","","0"
"1988/1989","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","27793","","","","0"
"1988/1989","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","35411","","","","0"
"1988/1989","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-7618","","","","0"
"1988/1989","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","89212","","","","0"
"1988/1989","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","79473","","","","0"
"1988/1989","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","9739","","","","0"
"1988/1989","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","16084","","","","0"
"1988/1989","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","25397","","","","0"
"1988/1989","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-9313","","","","0"
"1988/1989","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","14023","","","","0"
"1988/1989","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","31094","","","","0"
"1988/1989","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-17071","","","","0"
"1988/1989","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","58057","","","","0"
"1988/1989","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","59585","","","","0"
"1988/1989","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","-1528","","","","0"
"1988/1989","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","69645","","","","0"
"1988/1989","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","41824","","","","0"
"1988/1989","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","27821","","","","0"
"1988/1989","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","2329","","","","0"
"1988/1989","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","2509","","","","0"
"1988/1989","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","-180","","","","0"
"1988/1989","Northwest Territories including Nunavut","","In-migrants","Persons","249","units","0","v466499","12.13","3701","","","t","0"
"1988/1989","Northwest Territories including Nunavut","","Out-migrants","Persons","249","units","0","v466514","12.14","4216","","","t","0"
"1988/1989","Northwest Territories including Nunavut","","Net-migration","Persons","249","units","0","v466529","12.15","-515","","","t","0"
"1989/1990","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","356807","","","","0"
"1989/1990","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","356807","","","","0"
"1989/1990","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","10102","","","","0"
"1989/1990","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","12991","","","","0"
"1989/1990","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-2889","","","","0"
"1989/1990","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","3322","","","","0"
"1989/1990","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","3575","","","","0"
"1989/1990","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-253","","","","0"
"1989/1990","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","20804","","","","0"
"1989/1990","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","20209","","","","0"
"1989/1990","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","595","","","","0"
"1989/1990","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","15315","","","","0"
"1989/1990","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","15146","","","","0"
"1989/1990","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","169","","","","0"
"1989/1990","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","30035","","","","0"
"1989/1990","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","38677","","","","0"
"1989/1990","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-8642","","","","0"
"1989/1990","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","86407","","","","0"
"1989/1990","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","92368","","","","0"
"1989/1990","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","-5961","","","","0"
"1989/1990","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","17430","","","","0"
"1989/1990","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","27791","","","","0"
"1989/1990","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-10361","","","","0"
"1989/1990","Saskatchewan","2016A000247","In-migrants","Persons","249","units","0","v466509","8.13","15809","","","","0"
"1989/1990","Saskatchewan","2016A000247","Out-migrants","Persons","249","units","0","v466524","8.14","35251","","","","0"
"1989/1990","Saskatchewan","2016A000247","Net-migration","Persons","249","units","0","v466538","8.15","-19442","","","","0"
"1989/1990","Alberta","2016A000248","In-migrants","Persons","249","units","0","v466510","9.13","67867","","","","0"
"1989/1990","Alberta","2016A000248","Out-migrants","Persons","249","units","0","v466525","9.14","62274","","","","0"
"1989/1990","Alberta","2016A000248","Net-migration","Persons","249","units","0","v466539","9.15","5593","","","","0"
"1989/1990","British Columbia","2016A000259","In-migrants","Persons","249","units","0","v466497","10.13","83629","","","","0"
"1989/1990","British Columbia","2016A000259","Out-migrants","Persons","249","units","0","v466512","10.14","42235","","","","0"
"1989/1990","British Columbia","2016A000259","Net-migration","Persons","249","units","0","v466527","10.15","41394","","","","0"
"1989/1990","Yukon","2016A000260","In-migrants","Persons","249","units","0","v466498","11.13","2342","","","","0"
"1989/1990","Yukon","2016A000260","Out-migrants","Persons","249","units","0","v466513","11.14","2252","","","","0"
"1989/1990","Yukon","2016A000260","Net-migration","Persons","249","units","0","v466528","11.15","90","","","","0"
"1989/1990","Northwest Territories including Nunavut","","In-migrants","Persons","249","units","0","v466499","12.13","3745","","","t","0"
"1989/1990","Northwest Territories including Nunavut","","Out-migrants","Persons","249","units","0","v466514","12.14","4038","","","t","0"
"1989/1990","Northwest Territories including Nunavut","","Net-migration","Persons","249","units","0","v466529","12.15","-293","","","t","0"
"1990/1991","Canada","2016A000011124","In-migrants","Persons","249","units","0","v466500","13.13","316567","","","","0"
"1990/1991","Canada","2016A000011124","Out-migrants","Persons","249","units","0","v466515","13.14","316567","","","","0"
"1990/1991","Newfoundland and Labrador","2016A000210","In-migrants","Persons","249","units","0","v466496","1.13","10278","","","","0"
"1990/1991","Newfoundland and Labrador","2016A000210","Out-migrants","Persons","249","units","0","v466511","1.14","11208","","","","0"
"1990/1991","Newfoundland and Labrador","2016A000210","Net-migration","Persons","249","units","0","v466526","1.15","-930","","","","0"
"1990/1991","Prince Edward Island","2016A000211","In-migrants","Persons","249","units","0","v466503","2.13","2809","","","","0"
"1990/1991","Prince Edward Island","2016A000211","Out-migrants","Persons","249","units","0","v466518","2.14","3134","","","","0"
"1990/1991","Prince Edward Island","2016A000211","Net-migration","Persons","249","units","0","v466532","2.15","-325","","","","0"
"1990/1991","Nova Scotia","2016A000212","In-migrants","Persons","249","units","0","v466504","3.13","18319","","","","0"
"1990/1991","Nova Scotia","2016A000212","Out-migrants","Persons","249","units","0","v466519","3.14","18481","","","","0"
"1990/1991","Nova Scotia","2016A000212","Net-migration","Persons","249","units","0","v466533","3.15","-162","","","","0"
"1990/1991","New Brunswick","2016A000213","In-migrants","Persons","249","units","0","v466505","4.13","13744","","","","0"
"1990/1991","New Brunswick","2016A000213","Out-migrants","Persons","249","units","0","v466520","4.14","12821","","","","0"
"1990/1991","New Brunswick","2016A000213","Net-migration","Persons","249","units","0","v466534","4.15","923","","","","0"
"1990/1991","Quebec","2016A000224","In-migrants","Persons","249","units","0","v466506","5.13","25220","","","","0"
"1990/1991","Quebec","2016A000224","Out-migrants","Persons","249","units","0","v466521","5.14","36545","","","","0"
"1990/1991","Quebec","2016A000224","Net-migration","Persons","249","units","0","v466535","5.15","-11325","","","","0"
"1990/1991","Ontario","2016A000235","In-migrants","Persons","249","units","0","v466507","6.13","72923","","","","0"
"1990/1991","Ontario","2016A000235","Out-migrants","Persons","249","units","0","v466522","6.14","84550","","","","0"
"1990/1991","Ontario","2016A000235","Net-migration","Persons","249","units","0","v466536","6.15","-11627","","","","0"
"1990/1991","Manitoba","2016A000246","In-migrants","Persons","249","units","0","v466508","7.13","16441","","","","0"
"1990/1991","Manitoba","2016A000246","Out-migrants","Persons","249","units","0","v466523","7.14","23981","","","","0"
"1990/1991","Manitoba","2016A000246","Net-migration","Persons","249","units","0","v466537","7.15","-7540","","","","0"
