"REF_DATE","GEO","DGUID","Components of population growth","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016/2017","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060976788","51.9.1.1","-2","","","","0"
"2017/2018","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060976788","51.9.1.1","1","","","","0"
"2018/2019","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060976788","51.9.1.1","3","","","","0"
"2019/2020","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060976788","51.9.1.1","-4","","","","0"
"2015/2016","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Residual deviation","Both sexes","All ages","Persons","249","units","0","v1060977121","51.10.1.1","11","","","","0"
"2015/2016","Cornwall (CA), Ontario","2016S0504501","Births","Both sexes","All ages","Persons","249","units","0","v1060986463","55.1.1.1","617","","","","0"
"2016/2017","Cornwall (CA), Ontario","2016S0504501","Births","Both sexes","All ages","Persons","249","units","0","v1060986463","55.1.1.1","603","","","","0"
"2017/2018","Cornwall (CA), Ontario","2016S0504501","Births","Both sexes","All ages","Persons","249","units","0","v1060986463","55.1.1.1","570","","","","0"
"2018/2019","Cornwall (CA), Ontario","2016S0504501","Births","Both sexes","All ages","Persons","249","units","0","v1060986463","55.1.1.1","568","","","","0"
"2019/2020","Cornwall (CA), Ontario","2016S0504501","Births","Both sexes","All ages","Persons","249","units","0","v1060986463","55.1.1.1","579","","","","0"
"2015/2016","Cornwall (CA), Ontario","2016S0504501","Deaths","Both sexes","All ages","Persons","249","units","0","v1060986469","55.2.1.1","688","","","","0"
"2016/2017","Cornwall (CA), Ontario","2016S0504501","Deaths","Both sexes","All ages","Persons","249","units","0","v1060986469","55.2.1.1","741","","","","0"
"2017/2018","Cornwall (CA), Ontario","2016S0504501","Deaths","Both sexes","All ages","Persons","249","units","0","v1060986469","55.2.1.1","730","","","","0"
"2018/2019","Cornwall (CA), Ontario","2016S0504501","Deaths","Both sexes","All ages","Persons","249","units","0","v1060986469","55.2.1.1","815","","","","0"
"2019/2020","Cornwall (CA), Ontario","2016S0504501","Deaths","Both sexes","All ages","Persons","249","units","0","v1060986469","55.2.1.1","845","","","","0"
"2015/2016","Cornwall (CA), Ontario","2016S0504501","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060986802","55.3.1.1","56","","","","0"
"2016/2017","Cornwall (CA), Ontario","2016S0504501","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060986802","55.3.1.1","45","","","","0"
"2017/2018","Cornwall (CA), Ontario","2016S0504501","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060986802","55.3.1.1","78","","","","0"
"2018/2019","Cornwall (CA), Ontario","2016S0504501","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060986802","55.3.1.1","113","","","","0"
"2019/2020","Cornwall (CA), Ontario","2016S0504501","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060986802","55.3.1.1","121","","","","0"
"2015/2016","Cornwall (CA), Ontario","2016S0504501","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060987135","55.4.1.1","51","","","","0"
"2016/2017","Cornwall (CA), Ontario","2016S0504501","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060987135","55.4.1.1","43","","","","0"
"2017/2018","Cornwall (CA), Ontario","2016S0504501","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060987135","55.4.1.1","9","","","","0"
"2018/2019","Cornwall (CA), Ontario","2016S0504501","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060987135","55.4.1.1","9","","","","0"
"2019/2020","Cornwall (CA), Ontario","2016S0504501","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060987135","55.4.1.1","7","","","","0"
"2015/2016","Cornwall (CA), Ontario","2016S0504501","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060987468","55.5.1.1","15","","","","0"
"2016/2017","Cornwall (CA), Ontario","2016S0504501","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060987468","55.5.1.1","22","","","","0"
"2017/2018","Cornwall (CA), Ontario","2016S0504501","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060987468","55.5.1.1","20","","","","0"
"2018/2019","Cornwall (CA), Ontario","2016S0504501","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060987468","55.5.1.1","22","","","","0"
"2019/2020","Cornwall (CA), Ontario","2016S0504501","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060987468","55.5.1.1","19","","","","0"
"2015/2016","Cornwall (CA), Ontario","2016S0504501","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060987801","55.6.1.1","22","","","","0"
"2016/2017","Cornwall (CA), Ontario","2016S0504501","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060987801","55.6.1.1","22","","","","0"
"2017/2018","Cornwall (CA), Ontario","2016S0504501","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060987801","55.6.1.1","6","","","","0"
"2018/2019","Cornwall (CA), Ontario","2016S0504501","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060987801","55.6.1.1","6","","","","0"
"2019/2020","Cornwall (CA), Ontario","2016S0504501","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060987801","55.6.1.1","4","","","","0"
"2015/2016","Cornwall (CA), Ontario","2016S0504501","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060988134","55.7.1.1","169","","","","0"
"2016/2017","Cornwall (CA), Ontario","2016S0504501","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060988134","55.7.1.1","203","","","","0"
"2017/2018","Cornwall (CA), Ontario","2016S0504501","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060988134","55.7.1.1","220","","","","0"
"2018/2019","Cornwall (CA), Ontario","2016S0504501","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060988134","55.7.1.1","99","","","","0"
"2019/2020","Cornwall (CA), Ontario","2016S0504501","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060988134","55.7.1.1","92","","","","0"
"2015/2016","Cornwall (CA), Ontario","2016S0504501","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060988467","55.8.1.1","-92","","","","0"
"2016/2017","Cornwall (CA), Ontario","2016S0504501","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060988467","55.8.1.1","74","","","","0"
"2017/2018","Cornwall (CA), Ontario","2016S0504501","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060988467","55.8.1.1","183","","","","0"
"2018/2019","Cornwall (CA), Ontario","2016S0504501","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060988467","55.8.1.1","106","","","","0"
"2019/2020","Cornwall (CA), Ontario","2016S0504501","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060988467","55.8.1.1","155","","","","0"
"2015/2016","Cornwall (CA), Ontario","2016S0504501","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060988800","55.9.1.1","91","","","","0"
"2016/2017","Cornwall (CA), Ontario","2016S0504501","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060988800","55.9.1.1","137","","","","0"
"2017/2018","Cornwall (CA), Ontario","2016S0504501","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060988800","55.9.1.1","142","","","","0"
"2018/2019","Cornwall (CA), Ontario","2016S0504501","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060988800","55.9.1.1","65","","","","0"
"2019/2020","Cornwall (CA), Ontario","2016S0504501","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060988800","55.9.1.1","61","","","","0"
"2015/2016","Cornwall (CA), Ontario","2016S0504501","Residual deviation","Both sexes","All ages","Persons","249","units","0","v1060989133","55.10.1.1","280","","","","0"
"2015/2016","Arnprior (CA), Ontario","2016S0504507","Births","Both sexes","All ages","Persons","249","units","0","v1060989466","56.1.1.1","151","","","","0"
"2016/2017","Arnprior (CA), Ontario","2016S0504507","Births","Both sexes","All ages","Persons","249","units","0","v1060989466","56.1.1.1","143","","","","0"
"2017/2018","Arnprior (CA), Ontario","2016S0504507","Births","Both sexes","All ages","Persons","249","units","0","v1060989466","56.1.1.1","151","","","","0"
"2018/2019","Arnprior (CA), Ontario","2016S0504507","Births","Both sexes","All ages","Persons","249","units","0","v1060989466","56.1.1.1","143","","","","0"
"2019/2020","Arnprior (CA), Ontario","2016S0504507","Births","Both sexes","All ages","Persons","249","units","0","v1060989466","56.1.1.1","145","","","","0"
"2015/2016","Arnprior (CA), Ontario","2016S0504507","Deaths","Both sexes","All ages","Persons","249","units","0","v1060989472","56.2.1.1","149","","","","0"
"2016/2017","Arnprior (CA), Ontario","2016S0504507","Deaths","Both sexes","All ages","Persons","249","units","0","v1060989472","56.2.1.1","140","","","","0"
"2017/2018","Arnprior (CA), Ontario","2016S0504507","Deaths","Both sexes","All ages","Persons","249","units","0","v1060989472","56.2.1.1","173","","","","0"
"2018/2019","Arnprior (CA), Ontario","2016S0504507","Deaths","Both sexes","All ages","Persons","249","units","0","v1060989472","56.2.1.1","187","","","","0"
"2019/2020","Arnprior (CA), Ontario","2016S0504507","Deaths","Both sexes","All ages","Persons","249","units","0","v1060989472","56.2.1.1","192","","","","0"
"2015/2016","Arnprior (CA), Ontario","2016S0504507","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060989805","56.3.1.1","12","","","","0"
"2016/2017","Arnprior (CA), Ontario","2016S0504507","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060989805","56.3.1.1","16","","","","0"
"2017/2018","Arnprior (CA), Ontario","2016S0504507","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060989805","56.3.1.1","5","","","","0"
"2018/2019","Arnprior (CA), Ontario","2016S0504507","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060989805","56.3.1.1","34","","","","0"
"2019/2020","Arnprior (CA), Ontario","2016S0504507","Immigrants","Both sexes","All ages","Persons","249","units","0","v1060989805","56.3.1.1","11","","","","0"
"2015/2016","Arnprior (CA), Ontario","2016S0504507","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060990138","56.4.1.1","23","","","","0"
"2016/2017","Arnprior (CA), Ontario","2016S0504507","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060990138","56.4.1.1","12","","","","0"
"2017/2018","Arnprior (CA), Ontario","2016S0504507","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060990138","56.4.1.1","9","","","","0"
"2018/2019","Arnprior (CA), Ontario","2016S0504507","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060990138","56.4.1.1","9","","","","0"
"2019/2020","Arnprior (CA), Ontario","2016S0504507","Emigrants","Both sexes","All ages","Persons","249","units","0","v1060990138","56.4.1.1","6","","","","0"
"2015/2016","Arnprior (CA), Ontario","2016S0504507","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060990471","56.5.1.1","6","","","","0"
"2016/2017","Arnprior (CA), Ontario","2016S0504507","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060990471","56.5.1.1","9","","","","0"
"2017/2018","Arnprior (CA), Ontario","2016S0504507","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060990471","56.5.1.1","8","","","","0"
"2018/2019","Arnprior (CA), Ontario","2016S0504507","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060990471","56.5.1.1","15","","","","0"
"2019/2020","Arnprior (CA), Ontario","2016S0504507","Returning emigrants","Both sexes","All ages","Persons","249","units","0","v1060990471","56.5.1.1","13","","","","0"
"2015/2016","Arnprior (CA), Ontario","2016S0504507","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060990804","56.6.1.1","10","","","","0"
"2016/2017","Arnprior (CA), Ontario","2016S0504507","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060990804","56.6.1.1","7","","","","0"
"2017/2018","Arnprior (CA), Ontario","2016S0504507","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060990804","56.6.1.1","5","","","","0"
"2018/2019","Arnprior (CA), Ontario","2016S0504507","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060990804","56.6.1.1","6","","","","0"
"2019/2020","Arnprior (CA), Ontario","2016S0504507","Net temporary emigration","Both sexes","All ages","Persons","249","units","0","v1060990804","56.6.1.1","3","","","","0"
"2015/2016","Arnprior (CA), Ontario","2016S0504507","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060991137","56.7.1.1","-17","","","","0"
"2016/2017","Arnprior (CA), Ontario","2016S0504507","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060991137","56.7.1.1","42","","","","0"
"2017/2018","Arnprior (CA), Ontario","2016S0504507","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060991137","56.7.1.1","13","","","","0"
"2018/2019","Arnprior (CA), Ontario","2016S0504507","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060991137","56.7.1.1","19","","","","0"
"2019/2020","Arnprior (CA), Ontario","2016S0504507","Net interprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060991137","56.7.1.1","23","","","","0"
"2015/2016","Arnprior (CA), Ontario","2016S0504507","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060991470","56.8.1.1","-7","","","","0"
"2016/2017","Arnprior (CA), Ontario","2016S0504507","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060991470","56.8.1.1","251","","","","0"
"2017/2018","Arnprior (CA), Ontario","2016S0504507","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060991470","56.8.1.1","315","","","","0"
"2018/2019","Arnprior (CA), Ontario","2016S0504507","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060991470","56.8.1.1","301","","","","0"
"2019/2020","Arnprior (CA), Ontario","2016S0504507","Net intraprovincial migration","Both sexes","All ages","Persons","249","units","0","v1060991470","56.8.1.1","307","","","","0"
"2015/2016","Arnprior (CA), Ontario","2016S0504507","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060991803","56.9.1.1","-4","","","","0"
"2016/2017","Arnprior (CA), Ontario","2016S0504507","Net non-permanent residents","Both sexes","All ages","Persons","249","units","0","v1060991803","56.9.1.1","3","","","","0"
